timestamp,task_type,pid,arrival_time,completion_time,response_time,scheduler_used,action_taken,system_cpu_load,memory_available
09:12:15.082553,cpu,54952,1775101334.8913865,190.97304344177246,190.97495079040527,SJF,ABOVE_NORMAL,13.8,0.6878890991210938
09:12:15.691119,memory,54952,1775101335.4520545,238.6307716369629,238.6312484741211,SJF,NORMAL,18.3,0.6019744873046875
09:12:16.151322,memory,54952,1775101335.882248,268.8922882080078,268.8930034637451,SJF,NORMAL,24.4,0.5945167541503906
09:12:16.462372,io,54952,1775101336.1632879,298.5661029815674,298.57611656188965,SJF,BELOW_NORMAL,24.8,0.673980712890625
09:12:17.010327,io,54952,1775101336.6747673,335.32142639160156,335.3283405303955,SJF,BELOW_NORMAL,32.0,0.6427803039550781
09:12:17.188124,memory,54952,1775101336.8972266,290.3275489807129,290.3285026550293,SJF,NORMAL,39.0,0.6018104553222656
09:12:17.373009,memory,54952,1775101336.8990073,473.8168716430664,473.8173484802246,SJF,NORMAL,28.6,0.6495857238769531
09:12:17.577943,cpu,54952,1775101337.4286528,148.76484870910645,148.76580238342285,SJF,ABOVE_NORMAL,32.8,0.6917724609375
09:12:17.921531,io,54952,1775101337.6716366,249.42445755004883,249.43280220031738,SJF,BELOW_NORMAL,32.4,0.7048110961914062
09:12:18.133560,cpu,54952,1775101337.9186268,214.2031192779541,214.2040729522705,SJF,ABOVE_NORMAL,32.8,0.6381645202636719
09:12:18.360987,cpu,54952,1775101338.202849,158.00905227661133,158.01000595092773,SJF,ABOVE_NORMAL,28.9,0.6427688598632812
09:12:18.361974,memory,54952,1775101337.955047,406.5561294555664,406.5568447113037,SJF,NORMAL,33.6,0.6427650451660156
09:12:18.455905,io,54952,1775101338.2048833,250.34594535827637,250.35333633422852,SJF,BELOW_NORMAL,28.8,0.71978759765625
09:12:19.293486,memory,54952,1775101338.8628452,430.18221855163574,430.18269538879395,SJF,NORMAL,30.7,0.6380348205566406
09:12:19.310040,io,54952,1775101338.6775718,631.6955089569092,631.7048072814941,SJF,BELOW_NORMAL,31.7,0.709625244140625
09:12:19.374700,io,54952,1775101338.8661594,508.1140995025635,508.12244415283203,SJF,BELOW_NORMAL,18.2,0.7282295227050781
09:12:19.407467,cpu,54952,1775101339.0570652,350.01301765441895,350.01420974731445,SJF,ABOVE_NORMAL,21.8,0.7374076843261719
09:12:19.446158,io,54952,1775101339.0599458,385.6935501098633,385.70237159729004,SJF,BELOW_NORMAL,28.7,0.737457275390625
09:12:19.936076,memory,54952,1775101339.6669695,268.6116695404053,268.6121463775635,SJF,NORMAL,24.1,0.6376991271972656
09:12:20.098402,io,54952,1775101339.6725724,425.3277778625488,425.3361225128174,SJF,BELOW_NORMAL,31.0,0.7110214233398438
09:12:20.319492,cpu,54952,1775101340.1187305,200.3006935119629,200.3018856048584,SJF,ABOVE_NORMAL,26.4,0.71539306640625
09:12:20.321341,cpu,54952,1775101340.1228545,198.37617874145508,198.37665557861328,SJF,ABOVE_NORMAL,26.4,0.720977783203125
09:12:20.420823,io,54952,1775101339.9264622,493.8640594482422,493.87431144714355,SJF,BELOW_NORMAL,20.8,0.70770263671875
