timestamp,task_type,pid,arrival_time,completion_time,response_time,scheduler_used,action_taken,system_cpu_load,memory_available
08:47:16.807822,cpu,54952,1775099836.6235015,183.0294132232666,183.0306053161621,FCFS,NORMAL,32.0,0.9899559020996094
08:47:16.946404,cpu,54952,1775099836.8150823,131.14500045776367,131.14547729492188,FCFS,NORMAL,15.4,1.010467529296875
08:47:16.947368,cpu,54952,1775099836.810723,136.54088973999023,136.54184341430664,FCFS,NORMAL,15.2,1.0104827880859375
08:47:16.951182,io,54952,1775099836.457783,493.2241439819336,493.2873249053955,FCFS,NORMAL,13.5,1.0104789733886719
08:47:16.954791,io,54952,1775099836.6293473,325.29425621032715,325.32525062561035,FCFS,NORMAL,8.0,1.0106582641601562
08:47:17.726118,memory,54952,1775099837.2410038,484.926700592041,484.9271774291992,FCFS,NORMAL,14.9,0.8248939514160156
08:47:18.046089,memory,54952,1775099837.244609,801.2876510620117,801.288366317749,FCFS,NORMAL,17.7,0.8336753845214844
08:47:18.050780,io,54952,1775099837.5590365,491.5804862976074,491.5885925292969,FCFS,NORMAL,16.8,0.9036712646484375
08:47:18.054060,io,54952,1775099837.3726366,681.2736988067627,681.2822818756104,FCFS,NORMAL,16.7,0.9129409790039062
08:47:18.096733,cpu,54952,1775099837.323307,773.2291221618652,773.2295989990234,FCFS,NORMAL,18.8,0.9170417785644531
08:47:18.102386,io,54952,1775099837.7278614,374.30620193481445,374.3147850036621,FCFS,NORMAL,18.1,0.9170417785644531
08:47:18.228846,memory,54952,1775099837.5546033,674.0927696228027,674.09348487854,FCFS,NORMAL,26.8,0.8394432067871094
08:47:18.314591,cpu,54952,1775099837.5567136,757.7126026153564,757.7133178710938,FCFS,NORMAL,21.9,0.9028091430664062
08:47:18.690278,memory,54952,1775099837.7473223,942.7580833435059,942.7595138549805,FCFS,NORMAL,21.8,0.7707672119140625
08:47:18.938298,io,54952,1775099838.3019147,636.1956596374512,636.2037658691406,FCFS,NORMAL,25.2,0.7590370178222656
08:47:19.157006,memory,54952,1775099837.953951,1202.8498649597168,1202.8508186340332,FCFS,NORMAL,21.2,0.7724342346191406
08:47:19.381592,memory,54952,1775099838.5048466,876.5645027160645,876.5652179718018,FCFS,NORMAL,34.0,0.7766685485839844
08:47:19.324307,io,54952,1775099838.5151396,808.9568614959717,808.9649677276611,FCFS,NORMAL,33.6,0.845062255859375
08:47:19.571660,io,54952,1775099838.6930227,878.4322738647461,878.4387111663818,FCFS,NORMAL,45.8,0.8678092956542969
08:47:19.652526,io,54952,1775099838.9476292,704.7665119171143,704.7755718231201,FCFS,NORMAL,50.0,0.8347396850585938
08:47:19.841548,cpu,54952,1775099839.6563444,185.04643440246582,185.04714965820312,FCFS,NORMAL,34.3,0.7618026733398438
08:47:19.843175,cpu,54952,1775099839.6523278,190.3975009918213,190.3984546661377,FCFS,NORMAL,35.6,0.7617874145507812
08:47:19.823298,cpu,54952,1775099838.93089,892.2207355499268,892.2219276428223,FCFS,NORMAL,32.9,0.761749267578125
08:47:19.783965,memory,54952,1775099838.5217392,1262.078046798706,1262.0787620544434,FCFS,NORMAL,33.6,0.7617416381835938
08:47:19.838618,cpu,54952,1775099839.573902,264.5235061645508,264.5242214202881,FCFS,NORMAL,33.8,0.8272857666015625
08:47:20.130380,io,54952,1775099839.394593,735.5959415435791,735.6023788452148,FCFS,NORMAL,30.6,0.7570381164550781
08:47:20.131268,io,54952,1775099838.9656968,1165.4088497161865,1165.417194366455,FCFS,NORMAL,30.5,0.7571792602539062
08:47:20.319692,memory,54952,1775099839.667125,652.3787975311279,652.3795127868652,FCFS,NORMAL,32.4,0.635528564453125
08:47:20.545869,cpu,54952,1775099839.6742861,871.3963031768799,871.3970184326172,FCFS,NORMAL,36.9,0.6852989196777344
08:47:20.555661,memory,54952,1775099839.6709235,884.5560550689697,884.556770324707,FCFS,NORMAL,36.6,0.6853256225585938
08:47:20.595344,io,54952,1775099839.841023,751.7971992492676,751.8067359924316,FCFS,NORMAL,38.8,0.7344551086425781
08:47:20.712557,cpu,54952,1775099839.7802851,932.1122169494629,932.1169853210449,FCFS,NORMAL,27.1,0.7098236083984375
08:47:20.711299,io,54952,1775099840.1452127,565.8524036407471,565.859317779541,FCFS,NORMAL,27.7,0.7098236083984375
08:47:20.713639,cpu,54952,1775099839.692604,1020.9033489227295,1020.9090709686279,FCFS,NORMAL,26.4,0.7100753784179688
08:47:20.657444,memory,54952,1775099839.683064,974.170446395874,974.1709232330322,FCFS,NORMAL,29.0,0.6981239318847656
08:47:20.965697,io,54952,1775099840.340505,625.0262260437012,625.0314712524414,FCFS,NORMAL,28.0,0.7379684448242188
08:47:20.954287,memory,54952,1775099840.134508,819.5760250091553,819.5765018463135,FCFS,NORMAL,27.2,0.7382316589355469
08:47:21.197737,cpu,54952,1775099840.3339157,863.6479377746582,863.6484146118164,FCFS,NORMAL,38.1,0.7220802307128906
08:47:21.254618,memory,54952,1775099840.337525,916.8975353240967,916.8984889984131,FCFS,NORMAL,37.1,0.722076416015625
08:47:21.170414,cpu,54952,1775099840.329607,840.6388759613037,840.6393527984619,FCFS,NORMAL,33.6,0.7791519165039062
