timestamp,task_type,pid,arrival_time,completion_time,response_time,scheduler_used,action_taken,system_cpu_load,memory_available
09:35:26.094628,memory,54952,1775102725.79938,294.96026039123535,294.96121406555176,RR,BELOW_NORMAL,8.6,0.6343307495117188
09:35:26.938877,io,54952,1775102726.6389842,299.5917797088623,299.602746963501,RR,BELOW_NORMAL,23.0,0.6514930725097656
09:35:26.955402,cpu,54952,1775102726.809216,145.98774909973145,145.98870277404785,RR,BELOW_NORMAL,18.9,0.6703453063964844
09:35:27.414312,cpu,54952,1775102727.2502697,163.85126113891602,163.85173797607422,RR,BELOW_NORMAL,15.0,0.6573600769042969
09:35:27.735746,io,54952,1775102727.4567277,278.6412239074707,278.64933013916016,RR,BELOW_NORMAL,17.3,0.6594924926757812
09:35:27.950635,cpu,54952,1775102727.8018,148.64110946655273,148.64206314086914,RR,BELOW_NORMAL,27.4,0.6150360107421875
09:35:28.186700,memory,54952,1775102727.8929036,292.04607009887695,292.04750061035156,RR,BELOW_NORMAL,20.3,0.5917129516601562
09:35:28.314018,cpu,54952,1775102728.1746001,138.85903358459473,138.85951042175293,RR,ABOVE_NORMAL,12.1,0.6682243347167969
09:35:28.571667,cpu,54952,1775102728.4551673,115.86523056030273,115.86642265319824,RR,BELOW_NORMAL,24.6,0.6056709289550781
09:35:28.759978,memory,54952,1775102728.5028808,256.87551498413086,256.87599182128906,RR,BELOW_NORMAL,24.5,0.5406112670898438
09:35:29.003283,memory,54952,1775102728.5811508,419.85416412353516,419.85464096069336,RR,BELOW_NORMAL,19.2,0.5864715576171875
09:35:29.049883,cpu,54952,1775102728.8162997,233.16192626953125,233.16311836242676,RR,ABOVE_NORMAL,17.2,0.6650314331054688
09:35:29.050834,cpu,54952,1775102728.9375117,113.19351196289062,113.19446563720703,RR,ABOVE_NORMAL,17.2,0.6649589538574219
09:35:29.381181,memory,54952,1775102729.145277,235.68367958068848,235.68415641784668,RR,ABOVE_NORMAL,16.7,0.6115684509277344
09:35:29.729403,cpu,54952,1775102729.5071063,221.82917594909668,221.82965278625488,RR,BELOW_NORMAL,23.8,0.6825370788574219
09:35:29.730522,cpu,54952,1775102729.540054,190.3543472290039,190.3550624847412,RR,BELOW_NORMAL,22.1,0.6824913024902344
09:35:29.855935,io,54952,1775102729.569838,285.9039306640625,285.91132164001465,RR,BELOW_NORMAL,31.4,0.6469230651855469
09:35:30.183030,memory,54952,1775102729.8491104,333.4019184112549,333.4026336669922,RR,ABOVE_NORMAL,25.2,0.6246910095214844
09:35:30.196080,io,54952,1775102729.8542254,341.1576747894287,341.16411209106445,RR,BELOW_NORMAL,21.0,0.6855201721191406
09:35:30.387775,memory,54952,1775102730.0876987,299.85737800598145,299.85785484313965,RR,BELOW_NORMAL,16.4,0.7072906494140625
09:35:30.616771,cpu,54952,1775102730.3521576,264.04285430908203,264.04356956481934,RR,ABOVE_NORMAL,21.3,0.7465858459472656
09:35:30.721660,io,54952,1775102730.436211,284.90567207336426,284.91687774658203,RR,BELOW_NORMAL,16.3,0.7169647216796875
09:35:30.948277,memory,54952,1775102730.6475542,300.4777431488037,300.478458404541,RR,BELOW_NORMAL,23.0,0.6735458374023438
09:35:30.978958,cpu,54952,1775102730.71824,260.38169860839844,260.38217544555664,RR,BELOW_NORMAL,19.3,0.7279930114746094
09:35:30.987379,cpu,54952,1775102730.8335667,153.6390781402588,153.6397933959961,RR,BELOW_NORMAL,16.8,0.7280387878417969
09:35:31.174095,memory,54952,1775102730.8403864,333.39977264404297,333.4004878997803,RR,BELOW_NORMAL,15.4,0.6510581970214844
09:35:31.535242,io,54952,1775102731.2311797,303.17139625549316,303.18140983581543,RR,BELOW_NORMAL,18.2,0.6451301574707031
09:35:31.459041,memory,54952,1775102730.9637566,494.6894645690918,494.6901798248291,RR,ABOVE_NORMAL,19.8,0.6459579467773438
09:35:31.775444,memory,54952,1775102731.1664371,608.7987422943115,608.7996959686279,RR,BELOW_NORMAL,23.3,0.6931228637695312
09:35:32.020987,cpu,54952,1775102731.4386628,581.8567276000977,581.857442855835,RR,ABOVE_NORMAL,20.9,0.7629203796386719
09:35:32.038014,io,54952,1775102731.5389907,498.56019020080566,498.5675811767578,RR,BELOW_NORMAL,21.3,0.7626876831054688
09:35:32.502352,io,54952,1775102731.7525811,749.5095729827881,749.5155334472656,RR,BELOW_NORMAL,34.5,0.6645431518554688
09:35:32.547724,memory,54952,1775102732.210059,337.033748626709,337.0342254638672,RR,ABOVE_NORMAL,30.9,0.6767730712890625
09:35:32.560467,io,54952,1775102732.0305548,529.4296741485596,529.4389724731445,RR,BELOW_NORMAL,31.5,0.7505073547363281
09:35:32.636107,io,54952,1775102732.216279,419.33393478393555,419.3418025970459,RR,ABOVE_NORMAL,20.6,0.7407646179199219
09:35:32.640660,cpu,54952,1775102732.429707,210.4957103729248,210.4964256286621,RR,BELOW_NORMAL,17.9,0.7470245361328125
09:35:33.006589,cpu,54952,1775102732.8730142,133.0127716064453,133.01324844360352,RR,ABOVE_NORMAL,25.2,0.6223487854003906
09:35:33.008217,cpu,54952,1775102732.8383498,169.74353790283203,169.74449157714844,RR,ABOVE_NORMAL,25.1,0.6223945617675781
09:35:32.975026,memory,54952,1775102732.6801064,294.6741580963135,294.6748733520508,RR,BELOW_NORMAL,25.3,0.622406005859375
09:35:33.023671,cpu,54952,1775102732.7930229,230.44967651367188,230.45063018798828,RR,ABOVE_NORMAL,25.1,0.70068359375
09:35:33.428026,memory,54952,1775102732.937419,490.048885345459,490.0498390197754,RR,ABOVE_NORMAL,47.9,0.57843017578125
09:35:33.481076,io,54952,1775102733.0557086,424.3624210357666,424.4239330291748,RR,BELOW_NORMAL,42.8,0.65936279296875
09:35:33.533091,memory,54952,1775102733.2658446,267.0154571533203,267.0159339904785,RR,BELOW_NORMAL,38.9,0.6501083374023438
09:35:33.579273,io,54952,1775102733.2650635,313.7218952178955,313.72809410095215,RR,ABOVE_NORMAL,40.4,0.714996337890625
09:35:33.822279,memory,54952,1775102733.5776076,243.80230903625488,243.8032627105713,RR,BELOW_NORMAL,35.1,0.60211181640625
09:35:34.248188,memory,54952,1775102733.7201946,527.2190570831299,527.2195339202881,RR,ABOVE_NORMAL,35.9,0.5729408264160156
09:35:34.482334,memory,54952,1775102733.736235,744.9533939361572,744.9548244476318,RR,BELOW_NORMAL,42.5,0.5896263122558594
09:35:34.490826,io,54952,1775102733.8346136,655.5445194244385,655.5488109588623,RR,ABOVE_NORMAL,42.8,0.6507453918457031
09:35:34.577646,io,54952,1775102734.057594,519.8574066162109,519.8631286621094,RR,ABOVE_NORMAL,39.1,0.6430206298828125
09:35:34.580905,io,54952,1775102734.0565865,524.0433216094971,524.0507125854492,RR,ABOVE_NORMAL,41.2,0.6482505798339844
09:35:34.659424,memory,54952,1775102734.0299404,628.7851333618164,628.7863254547119,RR,BELOW_NORMAL,38.1,0.6520118713378906
09:35:35.278972,cpu,54952,1775102734.432121,846.6920852661133,846.693754196167,RR,BELOW_NORMAL,36.5,0.606109619140625
09:35:35.275802,cpu,54952,1775102734.0710769,1204.2453289031982,1204.2465209960938,RR,BELOW_NORMAL,37.3,0.60235595703125
09:35:35.274322,memory,54952,1775102734.0542083,1219.520092010498,1219.5208072662354,RR,ABOVE_NORMAL,36.3,0.5785903930664062
09:35:35.465707,cpu,54952,1775102734.7589023,706.5975666046143,706.5985202789307,RR,BELOW_NORMAL,20.3,0.6594619750976562
09:35:35.467762,cpu,54952,1775102734.8547926,612.8461360931396,612.846851348877,RR,BELOW_NORMAL,20.3,0.6594619750976562
09:35:35.466567,memory,54952,1775102734.6569796,809.4482421875,809.4499111175537,RR,BELOW_NORMAL,18.6,0.6594619750976562
09:35:35.490769,io,54952,1775102735.0765045,413.7072563171387,413.715124130249,RR,ABOVE_NORMAL,22.7,0.7227401733398438
09:35:35.498794,io,54952,1775102734.8637033,634.9141597747803,634.9232196807861,RR,ABOVE_NORMAL,22.4,0.7231636047363281
09:35:35.614322,memory,54952,1775102735.0721989,541.6281223297119,541.6290760040283,RR,BELOW_NORMAL,27.4,0.6525840759277344
